Title;Year;Genre;Award Amount;Box Office;Budget;Time (mins);Reviews;Number of Reviews
Fuck for Forest;2012; Dokumentalny ;0;-;-;90;[4.0, 2.0, 6.0, 8.0, 15.0, 21.0, 26.0, 13.0, 4.0, 1.0];3334
My Way;2011; Dramat ;0;16537974;-;137;[0.5, 0.5, 1.0, 2.0, 4.0, 8.0, 20.0, 36.0, 19.0, 9.0];4438
Wspaniały świat;1992; Animacja ;0;14110589;-;102;[1.0, 3.0, 8.0, 11.0, 22.0, 27.0, 16.0, 8.0, 2.0, 3.0];2968
Nyad;2023; Biograficzny ;0;-;-;121;[0.1, 0.2, 0.8, 3.0, 9.0, 31.0, 36.0, 14.0, 3.0, 2.0];8766
Hell;2011; Thriller ;0;-;-;89;[1.0, 2.0, 9.0, 14.0, 25.0, 27.0, 15.0, 5.0, 1.0, 0.7];7875
Milczenie;2020; Kryminał ;0;-;-;93;[0.2, 0.3, 2.0, 4.0, 16.0, 37.0, 31.0, 8.0, 1.0, 0.6];11837
Jak złamać 10 przykazań;2007; Komedia ;0;-;-;93;[9.0, 8.0, 16.0, 15.0, 17.0, 15.0, 10.0, 5.0, 2.0, 3.0];9999
Przyciąganie;2017; Dramat ;0;-;-;132;[1.0, 2.0, 5.0, 8.0, 16.0, 25.0, 24.0, 12.0, 4.0, 3.0];3364
Święty interes;2010; Komedia obycz. ;0;-;-;86;[3.0, 5.0, 14.0, 19.0, 26.0, 20.0, 9.0, 3.0, 0.7, 1.0];13879
Touch Me Not;2018; Dramat ;3;-;-;125;[3.0, 3.0, 6.0, 7.0, 14.0, 19.0, 21.0, 17.0, 8.0, 2.0];2325
Asterix podbija Amerykę;1994; Animacja ;0;-;-;85;[0.4, 0.3, 1.0, 3.0, 8.0, 19.0, 36.0, 21.0, 6.0, 6.0];13694
Trzej Muszkieterowie: D’Artagnan;2023; Przygodowy ;6;31165459;-;121;[0.2, 0.2, 2.0, 3.0, 13.0, 33.0, 34.0, 11.0, 2.0, 1.0];7364
Cienie we mgle;1991; Komedia kryminalna ;0;2735731;14000000;86;[1.0, 0.3, 0.9, 2.0, 7.0, 18.0, 34.0, 24.0, 7.0, 5.0];5073
Czasy ostateczne: Pozostawieni;2014; Thriller ;0;19682924;16000000;111;[14.0, 14.0, 23.0, 17.0, 14.0, 8.0, 5.0, 3.0, 0.8, 1.0];2762
Dochodzenie;2002; Dramat ;0;29413966;40000000;108;[0.3, 0.3, 1.0, 4.0, 13.0, 31.0, 35.0, 12.0, 2.0, 2.0];8005
Reanimator;1985; Horror ;0;2023414;900000;105;[0.7, 0.8, 3.0, 5.0, 10.0, 24.0, 31.0, 18.0, 5.0, 3.0];6317
El Clan;2015; Thriller ;3;20381995;-;110;[0.5, 0.3, 1.0, 3.0, 11.0, 26.0, 38.0, 16.0, 3.0, 2.0];4818
Podwójne uderzenie;1991; Kryminał ;0;80500000;15000000;110;[0.6, 1.0, 3.0, 6.0, 14.0, 27.0, 26.0, 12.0, 4.0, 6.0];14602
Inwazja barbarzyńców;2003; Dramat ;24;26924656;-;99;[1.0, 0.6, 2.0, 3.0, 6.0, 12.0, 25.0, 30.0, 13.0, 7.0];5310
Siła muzyki;2014; Dramat ;0;-;-;86;[0.5, 0.9, 4.0, 7.0, 18.0, 29.0, 25.0, 12.0, 3.0, 2.0];4698
Brązowy królik;2003; Dramat ;0;-;-;90;[5.0, 5.0, 9.0, 9.0, 15.0, 17.0, 19.0, 13.0, 5.0, 3.0];2149
Ga, ga. Chwała bohaterom;1985; Sci-Fi ;0;-;-;84;[1.0, 0.9, 2.0, 3.0, 6.0, 13.0, 29.0, 29.0, 11.0, 5.0];5253
Bananowy czubek;1971; Komedia ;0;-;-;82;[0.6, 0.2, 2.0, 3.0, 7.0, 17.0, 30.0, 22.0, 8.0, 10.0];8940
Krwiożercza roślina;1986; Horror ;13;38748395;25000000;102;[0.5, 0.7, 3.0, 5.0, 12.0, 25.0, 30.0, 16.0, 5.0, 3.0];7664
Beowulf - Droga do sprawiedliwości;2005; Fantasy ;0;-;-;103;[1.0, 1.0, 4.0, 7.0, 17.0, 28.0, 25.0, 10.0, 3.0, 3.0];8263
Sześciostrzałowiec;2004; Czarna komedia ;5;-;-;27;[0.5, 0.4, 0.9, 2.0, 5.0, 17.0, 35.0, 26.0, 9.0, 3.0];3515
Sklep z jednorożcami;2017; Komedia ;0;-;-;92;[2.0, 2.0, 9.0, 12.0, 23.0, 25.0, 17.0, 8.0, 2.0, 1.0];8431
Destino;2003; Animacja ;0;-;-;7;[0.5, 0.5, 2.0, 2.0, 5.0, 10.0, 23.0, 33.0, 16.0, 8.0];7150
Pierwsza krowa;2019; Dramat ;0;1380500;-;121;[0.4, 0.8, 2.0, 3.0, 9.0, 21.0, 35.0, 25.0, 3.0, 0.6];2958
Człowiek z Hawru;2011; Dramat ;27;10498657;-;93;[0.6, 0.6, 2.0, 3.0, 9.0, 20.0, 34.0, 22.0, 6.0, 1.0];5030
Nie jestem łatwy;2018; Komedia ;0;-;-;98;[1.0, 2.0, 6.0, 9.0, 18.0, 27.0, 23.0, 10.0, 3.0, 1.0];1956
Anioł przy moim stole;1990; Biograficzny ;12;1054638;-;157;[0.7, 0.2, 1.0, 3.0, 5.0, 14.0, 31.0, 31.0, 9.0, 5.0];2615
Made in Poland;2010; Dramat ;12;-;-;81;[3.0, 2.0, 6.0, 8.0, 15.0, 21.0, 21.0, 17.0, 6.0, 2.0];6660
Romans na haju;2014; Dramat ;0;-;-;91;[0.5, 0.8, 4.0, 8.0, 20.0, 34.0, 23.0, 7.0, 1.0, 0.9];6558
Wieczni chłopcy;2013; Komedia ;0;-;-;95;[0.5, 0.6, 2.0, 4.0, 11.0, 25.0, 33.0, 17.0, 5.0, 2.0];6460
Mia i biały lew;2018; Familijny ;0;35487190;-;98;[0.4, 0.8, 2.0, 4.0, 9.0, 20.0, 30.0, 19.0, 9.0, 7.0];7393
Śmietnisko;2010; Dokumentalny ;0;-;-;99;[0.5, 0.1, 0.4, 0.5, 2.0, 7.0, 20.0, 41.0, 21.0, 7.0];3395
Księgarnia z marzeniami;2017; Dramat ;13;11969893;-;110;[0.3, 0.4, 2.0, 4.0, 14.0, 30.0, 31.0, 14.0, 2.0, 1.0];4955
Asymetria;2020; Dramat ;0;-;-;105;[54.0, 3.0, 6.0, 6.0, 7.0, 6.0, 3.0, 2.0, 0.5, 11.0];1701
Wiosenna bujność traw;1961; Melodramat ;9;8720000;-;124;[0.5, 0.0, 0.5, 1.0, 4.0, 9.0, 25.0, 38.0, 15.0, 8.0];3058
Gang Olsena;1968; Komedia kryminalna ;0;-;-;80;[0.8, 0.5, 2.0, 2.0, 6.0, 14.0, 31.0, 27.0, 9.0, 8.0];10957
Listy do M. Pożegnania i powroty;2024; Komedia rom. ;0;9736642;-;123;[2.0, 4.0, 5.0, 6.0, 12.0, 24.0, 25.0, 12.0, 4.0, 5.0];9579
Psychol;1998; Thriller ;5;37141130;60000000;98;[4.0, 4.0, 10.0, 13.0, 24.0, 24.0, 14.0, 5.0, 1.0, 2.0];9461
Ciśnienie;2002; Horror ;0;-;-;105;[0.7, 1.0, 4.0, 7.0, 18.0, 31.0, 26.0, 10.0, 2.0, 2.0];10125
Słowo;1955; Dramat ;3;-;-;126;[1.0, 0.7, 0.8, 1.0, 4.0, 7.0, 20.0, 33.0, 20.0, 13.0];2138
Odrzucone;2000; Animacja ;0;-;-;9;[2.0, 2.0, 4.0, 3.0, 6.0, 10.0, 20.0, 26.0, 17.0, 8.0];9831
Lista płatnych zleceń;2011; Kryminał ;0;-;-;95;[2.0, 3.0, 7.0, 8.0, 16.0, 23.0, 24.0, 12.0, 2.0, 0.9];4313
Pole marzeń;1989; Dramat ;0;84431625;-;107;[0.5, 0.7, 3.0, 5.0, 13.0, 26.0, 30.0, 15.0, 4.0, 3.0];4689
Żyć i umrzeć w Los Angeles;1985; Kryminał ;0;17307019;-;114;[0.3, 0.4, 1.0, 2.0, 7.0, 18.0, 34.0, 27.0, 7.0, 4.0];5008
Banksterzy;2020; Dramat ;0;-;-;106;[3.0, 4.0, 8.0, 10.0, 18.0, 27.0, 20.0, 7.0, 1.0, 2.0];11664
Sknerus;1994; Komedia ;0;13137484;-;110;[0.2, 0.3, 1.0, 3.0, 10.0, 28.0, 36.0, 16.0, 3.0, 2.0];14241
Obraz pożądania;2019; Thriller ;0;-;-;99;[0.4, 0.3, 2.0, 4.0, 12.0, 31.0, 35.0, 13.0, 2.0, 0.8];5602
Kryptonim: Shadow Dancer;2012; Dramat ;8;2253819;-;100;[0.6, 0.7, 4.0, 7.0, 19.0, 31.0, 25.0, 10.0, 2.0, 0.7];6012
Psy i koty;2001; Familijny ;2;200687492;60000000;87;[2.0, 3.0, 7.0, 12.0, 21.0, 27.0, 17.0, 7.0, 2.0, 3.0];15104
Robin Hood;1973; Animacja ;0;32056467;15000000;83;[0.3, 0.3, 0.8, 2.0, 5.0, 16.0, 33.0, 26.0, 9.0, 7.0];11450
Flintstonowie: Niech żyje Rock Vegas!;2000; Familijny ;0;59468275;83000000;90;[2.0, 5.0, 11.0, 17.0, 26.0, 20.0, 11.0, 4.0, 1.0, 2.0];15801
Rok niebezpiecznego życia;1982; Melodramat ;20;10278575;13000000;115;[0.2, 0.2, 0.7, 2.0, 6.0, 16.0, 38.0, 28.0, 6.0, 3.0];4736
Coś z Alicji;1988; Animacja ;0;-;-;86;[0.6, 0.4, 1.0, 2.0, 3.0, 8.0, 24.0, 34.0, 19.0, 8.0];2837
Szef roku;2021; Dramat ;24;7319288;-;120;[0.4, 0.3, 2.0, 3.0, 12.0, 30.0, 38.0, 12.0, 2.0, 0.6];6631
Pierwszy krok w kosmos;1983; Dramat ;19;21192102;27000000;193;[0.8, 0.4, 0.8, 2.0, 4.0, 12.0, 32.0, 32.0, 10.0, 6.0];3019
Marnie;1964; Thriller ;0;7000000;3000000;130;[0.3, 0.2, 1.0, 3.0, 9.0, 18.0, 33.0, 24.0, 6.0, 6.0];5631
Czarna Żmija: Tam i z powrotem;1999; Komedia ;0;-;-;33;[0.9, 0.4, 0.8, 2.0, 4.0, 11.0, 25.0, 32.0, 15.0, 9.0];3731
Bitwa w Seattle;2007; Akcja ;0;-;-;100;[0.5, 0.6, 2.0, 2.0, 10.0, 22.0, 34.0, 20.0, 6.0, 4.0];4424
Niewidzialny;2005; Akcja ;0;76932872;135000000;121;[1.0, 2.0, 6.0, 9.0, 19.0, 27.0, 21.0, 8.0, 3.0, 4.0];11680
Filth;2008; Historyczny ;7;-;-;85;[1.0, 1.0, 5.0, 6.0, 11.0, 19.0, 26.0, 20.0, 6.0, 3.0];4357
Opętanie Michaela Kinga;2014; Horror ;0;-;-;83;[1.0, 2.0, 7.0, 9.0, 18.0, 26.0, 22.0, 11.0, 3.0, 2.0];2863
Metropolis;2001; Akcja ;0;4035192;15000000;108;[1.0, 0.3, 1.0, 2.0, 5.0, 11.0, 23.0, 27.0, 12.0, 16.0];5673
Tajni i fajni;2019; Animacja ;0;171616764;100000000;102;[0.3, 0.3, 1.0, 3.0, 10.0, 27.0, 37.0, 16.0, 4.0, 2.0];7798
W imieniu diabła;2011; Dramat ;0;-;-;112;[2.0, 2.0, 6.0, 9.0, 18.0, 23.0, 20.0, 12.0, 7.0, 3.0];4904
Naznaczony: Czerwone drzwi;2023; Horror ;0;188785257;16000000;107;[1.0, 2.0, 9.0, 15.0, 29.0, 25.0, 12.0, 4.0, 0.9, 0.9];11006
Kochankowie z Pont-Neuf;1991; Melodramat ;9;-;-;125;[0.2, 0.1, 0.7, 1.0, 4.0, 10.0, 25.0, 36.0, 17.0, 6.0];2005
Kosmiczna załoga;1999; Komedia ;13;90683916;45000000;102;[1.0, 0.8, 2.0, 5.0, 13.0, 28.0, 31.0, 13.0, 4.0, 2.0];9173
Szynka, szynka;1992; Dramat ;8;-;-;95;[1.0, 1.0, 3.0, 6.0, 13.0, 26.0, 29.0, 14.0, 4.0, 2.0];4885
Szczęśliwi ludzie: rok w tajdze;2010; Dokumentalny ;0;-;-;90;[0.4, 0.1, 0.1, 0.6, 2.0, 9.0, 29.0, 40.0, 14.0, 3.0];3791
Odd Thomas: Pogromca zła;2013; Fantasy ;1;-;-;100;[0.8, 1.0, 4.0, 7.0, 16.0, 28.0, 27.0, 11.0, 3.0, 2.0];8513
Halloween zabija;2021; Horror ;0;133423964;20000000;105;[3.0, 6.0, 13.0, 19.0, 24.0, 18.0, 10.0, 4.0, 1.0, 2.0];10689
Hotel Transylwania: Transformania;2022; Animacja ;0;18480000;-;98;[0.4, 0.8, 3.0, 6.0, 19.0, 33.0, 25.0, 9.0, 2.0, 2.0];2539
Anioły na boisku;1994; Komedia ;0;50236831;24000000;102;[0.5, 0.7, 3.0, 7.0, 19.0, 35.0, 23.0, 8.0, 2.0, 2.0];14920
Pan Kleks w kosmosie;1988; Przygodowy ;0;-;-;148;[2.0, 2.0, 4.0, 6.0, 14.0, 24.0, 26.0, 14.0, 4.0, 4.0];13803
Fucking Bornholm;2022; Dramat ;0;-;-;95;[2.0, 2.0, 7.0, 11.0, 25.0, 29.0, 17.0, 5.0, 1.0, 0.6];10200
Now You See Me 3;2025; Kryminał ;0;-;-;-;[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan];5387
Jack;1996; Dramat ;0;88020973;45000000;113;[0.6, 0.7, 2.0, 3.0, 8.0, 18.0, 34.0, 23.0, 6.0, 4.0];8434
Powrót żywych trupów;1985; Horror ;0;14237880;4000000;91;[0.9, 0.8, 2.0, 3.0, 7.0, 18.0, 31.0, 22.0, 8.0, 6.0];9315
Metal;2005; Dokumentalny ;0;-;-;96;[0.5, 0.3, 0.7, 1.0, 3.0, 9.0, 23.0, 35.0, 19.0, 9.0];6423
Instytut Benjamenta;1995; Dramat ;0;-;-;104;[1.0, 0.8, 2.0, 4.0, 5.0, 10.0, 19.0, 29.0, 17.0, 14.0];2196
Wybawca;1998; Dramat ;0;-;-;103;[0.3, 0.4, 0.7, 1.0, 4.0, 11.0, 24.0, 33.0, 16.0, 9.0];4380
Królewicz Olch;2016; Dramat ;0;-;-;101;[13.0, 7.0, 13.0, 12.0, 16.0, 17.0, 12.0, 8.0, 2.0, 1.0];3049
Gotti;2018; Biograficzny ;0;4343227;10000000;105;[2.0, 3.0, 11.0, 15.0, 28.0, 25.0, 11.0, 4.0, 1.0, 1.0];3585
Zły smak;1987; Horror ;0;-;-;90;[7.0, 5.0, 6.0, 7.0, 11.0, 18.0, 20.0, 13.0, 6.0, 6.0];5293
Dzika orchidea;1989; Erotyczny ;0;11060485;-;105;[1.0, 3.0, 7.0, 10.0, 18.0, 24.0, 20.0, 11.0, 4.0, 3.0];5785
Don's Plum;2001; Dramat ;0;-;-;89;[2.0, 2.0, 5.0, 7.0, 13.0, 20.0, 22.0, 12.0, 3.0, 14.0];2759
Sprawa Chrystusa;2017; Dramat ;0;17644496;-;112;[2.0, 2.0, 5.0, 7.0, 14.0, 22.0, 24.0, 15.0, 5.0, 5.0];4567
Siedem żyć;2006; Dramat ;0;-;-;89;[0.9, 0.7, 2.0, 4.0, 12.0, 26.0, 32.0, 16.0, 4.0, 3.0];4708
Klub 54;1998; Dramat obyczajowy ;0;16757163;13000000;101;[0.4, 0.4, 2.0, 5.0, 14.0, 29.0, 30.0, 13.0, 3.0, 3.0];8252
Vincent chce nad morze;2010; Dramat ;0;-;-;95;[0.5, 0.3, 0.7, 2.0, 6.0, 18.0, 35.0, 28.0, 8.0, 3.0];4341
Final Girl;2015; Thriller ;0;-;-;90;[6.0, 10.0, 17.0, 18.0, 20.0, 15.0, 8.0, 4.0, 2.0, 1.0];7322
Podejrzani zakochani;2013; Komedia kryminalna ;0;-;-;106;[9.0, 11.0, 20.0, 18.0, 17.0, 12.0, 7.0, 3.0, 1.0, 1.0];10994
Star Trek X: Nemesis;2002; Sci-Fi ;0;67312826;60000000;116;[2.0, 0.5, 2.0, 4.0, 10.0, 22.0, 32.0, 17.0, 6.0, 5.0];9868
Przełomy Missouri;1976; Western ;0;-;-;126;[0.4, 0.3, 1.0, 2.0, 5.0, 15.0, 32.0, 31.0, 8.0, 6.0];4978
Człowiek bez przeszłości;2002; Dramat ;27;9564237;-;97;[0.6, 0.4, 1.0, 2.0, 5.0, 12.0, 29.0, 34.0, 12.0, 5.0];4492
Gainsbourg;2010; Biograficzny ;8;12220456;-;130;[0.3, 0.3, 0.9, 2.0, 5.0, 10.0, 25.0, 35.0, 16.0, 6.0];3953
Ingrid wyrusza na zachód;2017; Dramat ;5;3024308;-;97;[0.4, 0.8, 3.0, 6.0, 17.0, 35.0, 28.0, 8.0, 0.8, 0.7];5940
Hop;2011; Animacja ;0;183953723;63000000;95;[0.9, 1.0, 4.0, 7.0, 18.0, 29.0, 24.0, 11.0, 3.0, 3.0];11237
Marley;2012; Biograficzny ;0;1413480;-;144;[0.6, 0.2, 0.6, 0.8, 3.0, 7.0, 24.0, 38.0, 17.0, 9.0];4334
Bitwa o Anglię;1969; Dramat ;0;-;-;133;[0.2, 0.1, 0.6, 1.0, 4.0, 12.0, 31.0, 29.0, 9.0, 12.0];8877
Gdzie leży prawda;2005; Dramat ;0;3477678;25000000;106;[0.8, 0.5, 3.0, 4.0, 12.0, 25.0, 32.0, 15.0, 4.0, 3.0];4814
Ocean strachu 2;2006; Thriller ;0;-;-;95;[4.0, 5.0, 10.0, 13.0, 20.0, 24.0, 15.0, 6.0, 1.0, 2.0];13138
Country Strong;2010; Dramat ;0;20529194;15000000;117;[0.3, 0.3, 2.0, 3.0, 10.0, 22.0, 34.0, 20.0, 5.0, 3.0];3935
Halloween - 20 lat później;1998; Horror ;4;75041738;17000000;85;[0.8, 1.0, 4.0, 9.0, 21.0, 32.0, 20.0, 7.0, 2.0, 3.0];11969
Odmieńcy;2018; Thriller ;0;-;-;104;[0.5, 0.7, 2.0, 4.0, 11.0, 27.0, 33.0, 17.0, 3.0, 1.0];2526
Siedem śmiertelnych życzeń;2017; Horror ;0;14301505;12000000;90;[2.0, 3.0, 8.0, 13.0, 24.0, 28.0, 15.0, 5.0, 1.0, 0.9];10133
Ślepa furia;1989; Akcja ;0;2692037;-;85;[0.4, 0.4, 2.0, 3.0, 8.0, 22.0, 38.0, 19.0, 4.0, 3.0];12384
Życzenie;2023; Animacja ;0;254997360;200000000;92;[1.0, 2.0, 7.0, 12.0, 26.0, 27.0, 16.0, 6.0, 2.0, 1.0];10014
A Love Legend;2004; Melodramat ;25;2938532;7000000;192;[2.0, 0.6, 1.0, 2.0, 4.0, 8.0, 16.0, 25.0, 17.0, 25.0];3213
Robot i Frank;2012; Dramat ;0;3325038;2500000;90;[0.1, 0.3, 2.0, 4.0, 11.0, 29.0, 37.0, 14.0, 3.0, 1.0];7705
Z dymkiem;1978; Komedia ;0;44364244;-;86;[0.6, 0.5, 1.0, 2.0, 5.0, 13.0, 25.0, 29.0, 14.0, 9.0];5862
Kebab i Horoskop;2014; Dramat ;0;-;-;72;[3.0, 4.0, 10.0, 11.0, 18.0, 23.0, 19.0, 8.0, 2.0, 1.0];3620
Czeka na nas świat;2006; Komedia obycz. ;0;-;-;95;[1.0, 1.0, 3.0, 4.0, 9.0, 18.0, 29.0, 21.0, 7.0, 5.0];7427
Cwał;1995; Dramat ;8;-;-;103;[0.4, 0.3, 1.0, 3.0, 7.0, 17.0, 34.0, 26.0, 8.0, 3.0];7772
Swing;2012; Komedia ;0;-;-;76;[9.0, 6.0, 10.0, 10.0, 14.0, 19.0, 16.0, 9.0, 4.0, 2.0];8066
Boso, ale na rowerze;2009; Dramat ;0;-;-;108;[0.7, 0.3, 1.0, 2.0, 6.0, 16.0, 36.0, 27.0, 8.0, 2.0];6127
Nie ma jak w piekle;2015; Czarna komedia ;0;-;-;98;[2.0, 3.0, 10.0, 14.0, 25.0, 25.0, 14.0, 5.0, 1.0, 0.7];2872
Randka w ciemno;2023; Thriller ;0;-;-;95;[0.5, 0.5, 3.0, 7.0, 22.0, 37.0, 24.0, 5.0, 0.9, 0.3];4582
Wszystkowidząca;2015; Przygodowy ;0;-;-;96;[1.0, 0.7, 5.0, 11.0, 22.0, 29.0, 20.0, 7.0, 2.0, 2.0];5017
Puls;2001; Horror ;0;-;-;119;[1.0, 2.0, 6.0, 7.0, 14.0, 22.0, 23.0, 15.0, 6.0, 3.0];3212
Pokolenie Ikea;2023; Komedia ;0;-;-;103;[8.0, 12.0, 21.0, 18.0, 18.0, 14.0, 6.0, 2.0, 0.7, 1.0];12401
Bez kompasu;2014; Dramat ;0;-;-;105;[0.4, 0.3, 1.0, 2.0, 6.0, 18.0, 34.0, 27.0, 8.0, 3.0];4685
Karuzela;2014; Dramat obyczajowy ;0;-;-;85;[2.0, 2.0, 9.0, 12.0, 25.0, 27.0, 15.0, 6.0, 1.0, 2.0];4547
Ocean strachu;2003; Thriller ;2;54667954;500000;79;[6.0, 4.0, 9.0, 11.0, 19.0, 23.0, 16.0, 7.0, 2.0, 2.0];10269
Służący;1963; Dramat ;10;36463;-;112;[0.8, 0.3, 0.9, 1.0, 4.0, 8.0, 23.0, 38.0, 18.0, 7.0];2937
Katakumby;2007; Horror ;0;-;-;100;[4.0, 5.0, 12.0, 15.0, 21.0, 21.0, 13.0, 6.0, 2.0, 2.0];1702
Zagubieni;2015; Dramat ;16;-;-;105;[0.7, 0.9, 3.0, 4.0, 11.0, 19.0, 30.0, 21.0, 7.0, 2.0];4342
Niewinna;2008; Dramat ;0;1143856;15000000;90;[0.9, 2.0, 7.0, 11.0, 25.0, 28.0, 18.0, 6.0, 1.0, 1.0];8127
Podwodna pułapka;2017; Thriller ;0;44307192;5500000;87;[1.0, 2.0, 7.0, 12.0, 23.0, 30.0, 16.0, 5.0, 1.0, 1.0];10437
Lemur zwany Rollo;1997; Komedia ;0;40381260;-;93;[0.6, 0.5, 2.0, 3.0, 10.0, 22.0, 32.0, 18.0, 7.0, 6.0];12620
Twarze;1968; Dramat ;0;-;-;130;[4.0, 1.0, 2.0, 5.0, 8.0, 15.0, 22.0, 26.0, 12.0, 6.0];1236
Paradise;2023; Thriller ;0;-;-;117;[0.3, 0.4, 2.0, 5.0, 17.0, 34.0, 28.0, 10.0, 2.0, 0.7];11050
Letnie przesilenie;2014; Dramat ;0;-;-;96;[1.0, 1.0, 3.0, 7.0, 17.0, 28.0, 28.0, 10.0, 2.0, 2.0];3361
Hydrozagadka;1970; Komedia kryminalna ;0;-;-;70;[0.9, 0.7, 2.0, 2.0, 5.0, 10.0, 22.0, 28.0, 18.0, 11.0];40605
Amnezja;2004; Kryminał ;0;40954603;50000000;97;[0.5, 0.6, 3.0, 5.0, 14.0, 31.0, 31.0, 11.0, 2.0, 1.0];9164
Piraci!;2012; Animacja ;0;123066041;55000000;88;[0.7, 0.8, 3.0, 5.0, 14.0, 27.0, 30.0, 14.0, 4.0, 2.0];9159
Paryż płonie;1990; Dokumentalny ;8;3779620;500000;71;[0.4, 0.1, 0.3, 0.7, 1.0, 5.0, 23.0, 44.0, 19.0, 6.0];3967
Najlepsi z najlepszych;1989; Akcja ;0;1700000;-;97;[0.5, 0.4, 1.0, 2.0, 5.0, 14.0, 30.0, 29.0, 10.0, 8.0];11102
Interstella 5555;2003; Przygodowy ;0;6860262;-;68;[0.9, 0.2, 0.8, 1.0, 3.0, 8.0, 19.0, 33.0, 23.0, 12.0];5376
Rzym, miasto otwarte;1945; Wojenny ;0;-;-;103;[0.1, 0.1, 0.6, 1.0, 4.0, 11.0, 31.0, 35.0, 12.0, 5.0];4077
Wojna Restrepo;2010; Dokumentalny ;13;1436391;-;96;[0.4, 0.6, 2.0, 2.0, 6.0, 16.0, 33.0, 28.0, 8.0, 3.0];6386
Soul Plane: Wysokie loty;2004; Komedia ;0;14822346;16000000;92;[2.0, 2.0, 5.0, 7.0, 13.0, 22.0, 23.0, 13.0, 5.0, 6.0];1936
Fanaa;2006; Musical ;7;22175908;-;168;[3.0, 0.7, 2.0, 2.0, 5.0, 9.0, 18.0, 24.0, 14.0, 21.0];7419
Wzgórze;1965; Dramat ;9;-;-;123;[0.7, 0.4, 0.3, 0.6, 3.0, 6.0, 21.0, 39.0, 18.0, 10.0];3593
Kacza zupa;1933; Komedia ;0;-;-;70;[1.0, 0.7, 2.0, 3.0, 6.0, 11.0, 22.0, 28.0, 15.0, 10.0];5552
Małe stłuczki;2014; Obyczajowy ;0;-;-;78;[3.0, 3.0, 9.0, 11.0, 19.0, 21.0, 19.0, 11.0, 3.0, 1.0];4320
Ostatni egzorcyzm. Część 2;2013; Horror ;0;25051865;5000000;88;[6.0, 9.0, 22.0, 20.0, 19.0, 12.0, 7.0, 3.0, 1.0, 1.0];8521
Maniac;2012; Horror ;0;-;-;89;[3.0, 4.0, 10.0, 12.0, 19.0, 24.0, 18.0, 9.0, 2.0, 0.7];5842
Duma i uprzedzenie;2004; Musical ;0;24716440;7000000;111;[2.0, 2.0, 4.0, 7.0, 13.0, 20.0, 23.0, 14.0, 5.0, 9.0];2157
Raz dwa trzy umierasz ty;2012; Horror ;0;-;-;95;[1.0, 3.0, 9.0, 14.0, 23.0, 25.0, 16.0, 6.0, 1.0, 1.0];2257
Mała mama;2021; Dramat ;0;1990335;-;72;[0.6, 0.4, 2.0, 3.0, 8.0, 19.0, 34.0, 25.0, 7.0, 2.0];3897
Ekipa Ameryka: Policjanci z jajami;2004; Komedia ;0;50826898;32000000;98;[2.0, 1.0, 3.0, 4.0, 8.0, 18.0, 29.0, 21.0, 9.0, 6.0];8518
Powrót laleczki Chucky;1990; Horror ;1;35763605;13000000;82;[2.0, 1.0, 4.0, 7.0, 14.0, 28.0, 26.0, 11.0, 3.0, 4.0];13561
Zły Mikołaj 2;2016; Komedia kryminalna ;0;24079268;26000000;92;[3.0, 3.0, 9.0, 13.0, 22.0, 25.0, 16.0, 6.0, 1.0, 1.0];6665
Bye Bye Man;2017; Horror ;0;26667197;7400000;96;[2.0, 4.0, 11.0, 16.0, 25.0, 22.0, 13.0, 5.0, 1.0, 1.0];2637
The Nightingale;2018; Kryminał ;24;-;-;136;[0.3, 0.3, 0.9, 2.0, 6.0, 15.0, 34.0, 29.0, 9.0, 3.0];2526
A Haunted House 2;2014; Czarna komedia ;0;23959486;4000000;87;[2.0, 3.0, 7.0, 9.0, 17.0, 24.0, 20.0, 11.0, 4.0, 3.0];2209
Agent z przypadku;2001; Komedia ;0;-;-;108;[0.5, 0.4, 1.0, 3.0, 9.0, 23.0, 37.0, 17.0, 4.0, 4.0];13582
Z lasu;2015; Horror ;0;-;-;92;[2.0, 4.0, 12.0, 16.0, 26.0, 24.0, 12.0, 4.0, 0.7, 0.7];9794
Żona dla zuchwałych;1995; Dramat ;0;-;-;189;[2.0, 0.7, 1.0, 2.0, 5.0, 11.0, 20.0, 24.0, 14.0, 21.0];10184
Na ringu z rodziną;2019; Biograficzny ;0;40812363;11000000;108;[0.3, 0.4, 2.0, 4.0, 12.0, 33.0, 35.0, 10.0, 2.0, 1.0];9340
Daas;2011; Dramat ;0;-;-;102;[2.0, 2.0, 7.0, 9.0, 18.0, 23.0, 20.0, 13.0, 6.0, 2.0];5331
Idź twardo: historia Deveya Coxa;2007; Komedia ;0;20575243;35000000;96;[0.8, 0.8, 2.0, 4.0, 9.0, 19.0, 32.0, 21.0, 7.0, 4.0];6738
Galaktyczny wojownik;1998; Akcja ;0;16994226;60000000;99;[0.6, 1.0, 3.0, 6.0, 13.0, 27.0, 31.0, 13.0, 3.0, 3.0];10800
Wschodzące słońce;1993; Kryminał ;0;107198790;-;129;[0.2, 0.2, 1.0, 3.0, 9.0, 27.0, 40.0, 15.0, 3.0, 2.0];10415
